10.4 192.6 0.962414 22.077497 -9.409878
100.1 349.9 0.980202 20.736164 -7.910688
100.2 224.1 12.315419 24.87735 -10.311644
100.5 330.2 1.162075 18.726789 -7.908212
100.6 87.7 0.828313 20.629446 -7.907772
100.7 175.3 0.912871 17.556664 -7.907372
100.8 124.3 1.051117 20.764822 -7.90668
100.8 83.8 0.875003 19.661278 -7.90681
100.8 87.4 1.123316 18.632196 -7.90703
100.9 99.2 1.116062 20.209377 -7.906598
101.0 141.7 0.872898 21.184845 -7.90593
101.0 267.8 5.306989 30.361456 -12.424228
101.0 296.3 1.072686 20.386425 -7.906141
101.3 134.0 1.072316 21.088329 -7.904838
101.3 272.9 0.93863 21.058928 -7.904675
101.3 34.2 1.074411 18.364479 -7.904813
101.5 240.8 1.094527 19.939804 -7.903958
101.7 121.1 0.883026 20.489233 -7.902931
101.7 282.4 8.72853 24.80583 -9.767106
101.8 205.8 1.060309 18.673054 -7.902727
101.8 344.5 0.880757 20.101391 -7.902605
102.2 290.7 0.919134 19.449974 -7.901024
102.3 41.3 1.008588 20.478334 -7.900568
102.5 204.9 1.051362 20.451649 -7.900046
102.7 257.2 1.058657 21.508554 -7.89928
102.8 238.7 0.805368 20.41349 -7.899035
102.9 115.2 1.002351 19.905495 -7.898808
102.9 286.0 1.058807 18.734911 -7.898824
103.2 291.0 1.131978 19.898388 -7.898189
103.2 67.7 1.073053 20.595198 -7.897976
103.4 345.9 1.103569 18.542755 -7.897577
103.7 116.6 1.243636 19.122686 -7.897031
103.8 336.8 0.922822 19.889105 -7.896738
103.9 111.2 1.00263 19.347155 -7.896542
103.9 219.8 1.03461 19.698488 -7.896607
104.0 245.9 1.056183 20.266548 -7.896428
104.0 86.5 1.048055 22.003227 -7.896428
104.1 54.2 0.956202 19.895269 -7.896314
104.2 301.1 0.988175 19.362328 -7.89607
104.3 146.8 1.032616 20.179968 -7.896037
104.6 196.0 0.999294 17.645155 -7.895695
104.6 232.3 1.09983 19.27146 -7.895662
104.6 30.0 0.857848 17.839432 -7.895703
104.6 4.8 0.902978 19.782223 -7.895711
104.9 216.0 0.899696 20.903515 -7.895467
104.9 95.2 1.16377 18.893398 -7.895458
105.0 359.4 1.098396 19.624073 -7.895467
105.2 283.2 0.962099 20.315592 -7.895369
105.2 285.1 1.024497 20.082861 -7.895385
105.4 3.3 0.82451 18.857828 -7.895385
105.6 189.7 1.231567 18.637112 -7.895426
105.7 14.3 1.089268 19.926065 -7.895499
105.7 206.8 1.066383 19.522964 -7.895515
105.8 179.2 0.903211 21.024141 -7.895548
105.8 99.1 1.01536 20.245495 -7.895532
106.0 103.4 1.081444 20.44622 -7.895711
106.0 273.3 10.684588 19.778059 -7.028725
106.2 332.7 1.046893 18.772772 -7.895964
106.3 248.2 10.479461 25.644632 -10.554983
106.4 209.9 0.950095 21.035446 -7.8962
106.6 146.4 1.03411 20.343586 -7.896444
106.6 272.5 1.089071 18.961288 -7.896542
106.7 27.9 1.016062 20.752333 -7.896673
106.8 71.6 0.950321 21.417452 -7.896901
107.0 220.9 1.018801 20.337774 -7.897292
107.2 283.8 0.944386 19.987265 -7.897928
107.3 7.4 1.169776 19.801384 -7.898058
107.9 329.4 0.914809 20.105497 -7.900193
108.0 200.5 1.018919 20.084734 -7.900486
108.1 1.6 0.93826 19.355461 -7.900812
108.1 158.7 16.706583 16.854362 -6.884197
108.1 179.8 1.128829 21.505493 -7.900731
108.1 204.0 1.077946 18.757027 -7.900723
108.1 63.0 0.955167 21.589628 -7.900796
108.3 92.2 14.883591 18.660004 -7.899329
108.6 125.9 10.232296 23.773947 -9.148479
108.6 352.8 1.059934 21.743946 -7.903126
108.8 355.3 0.939393 20.363123 -7.904153
108.9 169.0 0.869048 19.109297 -7.904544
108.9 294.6 0.828541 20.831257 -7.904479
109.0 302.7 0.987975 19.936691 -7.905066
109.1 356.1 1.028665 19.168793 -7.905864
109.2 96.3 0.970729 21.160093 -7.90606
109.3 273.2 1.135593 17.151558 -7.906981
109.3 331.9 0.958581 21.730394 -7.906581
109.4 222.2 0.81081 17.141243 -7.907396
109.7 151.0 1.005724 19.713932 -7.909678
11.1 239.6 0.824137 19.794413 -9.411296
11.3 43.8 0.961165 19.201534 -9.411549
11.5 108.1 0.966108 22.929455 -9.411932
11.6 273.6 0.981558 18.992149 -9.412249
11.9 303.0 17.744432 15.313068 -7.609247
110.0 33.8 0.822745 19.811628 -7.911129
110.1 343.2 1.162741 21.172861 -7.912384
110.3 191.5 0.844422 19.299416 -7.913426
110.6 336.1 1.045802 19.253645 -7.916164
110.9 24.5 0.938726 19.422087 -7.918185
111.0 122.0 1.054365 19.641039 -7.919701
